0.132 1.698 0.197    1 -0.857481 0.027782
0.131 1.706 0.324    1 -0.685543 0.034834
0.126 1.719 0.523    1 -0.339703 0.040981
0.135 1.648 0.693    1 -0.153479 0.065762
0.145 1.642 0.855    1 -0.027517 0.105938
0.137 2.136 0.129    1 -2.044714 0.101056
0.137 2.136 0.197    1 -1.525588 0.028133
0.132 2.126 0.344    1 -0.807461 0.034460
0.133 2.098 0.474    1 -0.177771 0.050739
0.145 2.096 0.670    1 -0.148038 0.072561
0.177 1.323 0.197    1 -0.458751 0.160038
0.176 1.319 0.501    1 -0.305441 0.209204
0.176 1.682 0.129    1 -0.655338 0.241846
0.176 1.680 0.196    1 -0.229758 0.055307
0.176 1.677 0.320    1 -0.147137 0.051177
0.175 1.673 0.499    1 -0.154855 0.059142
0.173 1.668 0.713    1 -0.471137 0.132824
0.172 1.655 0.907    1 -0.023757 0.407545
0.174 2.227 0.129    1 -0.638487 0.182311
#0.174 2.226 0.196    1 -0.268807 0.028541
#0.174 2.228 0.320    1 -0.196704 0.027961
0.171 2.260 0.506    1 -0.118784 0.037307
0.165 2.290 0.734    1 -0.033748 0.064955
0.175 2.194 0.898    1 -0.013825 0.117582
#0.180 2.805 0.196    1 -0.410122 0.035786
#0.179 2.803 0.322    1 -0.318643 0.032923
0.173 2.786 0.519    1 -0.065121 0.057268
0.177 2.817 0.652    1 -0.038577 0.074042
0.233 1.670 0.197    1 -0.079249 0.139611
0.233 1.667 0.320    1 -0.048470 0.093571
0.233 1.663 0.496    1 -0.050210 0.129341
0.232 1.656 0.701    1 -0.076350 0.126131
0.229 1.633 0.914    1 -0.141704 0.193605
0.231 2.204 0.196    1 -0.086592 0.081565
0.232 2.201 0.319    1 -0.044273 0.058075
0.232 2.197 0.494    1 -0.038448 0.068001
0.231 2.193 0.698    1 -0.039499 0.086138
0.229 2.187 0.904    1 -0.050889 0.107278
0.229 2.921 0.196    1 -0.083245 0.080304
0.229 2.920 0.319    1 -0.053824 0.042489
0.228 2.923 0.494    1 -0.043144 0.047070
0.225 2.953 0.703    1 -0.021307 0.071594
0.218 3.031 0.902    1 -0.018436 0.118369
0.237 3.681 0.196    1 -0.129153 0.105632
0.237 3.681 0.319    1 -0.087000 0.053694
0.234 3.675 0.498    1 -0.078928 0.054544
0.226 3.651 0.718    1 -0.017674 0.112575
0.309 1.664 0.198    1 -0.064236 0.855925
0.310 1.662 0.321    1 -0.003012 0.391945
0.310 1.659 0.496    1 -0.012366 0.139822
0.308 2.190 0.197    1 -0.038933 0.415952
0.309 2.187 0.320    1 -0.010731 0.077639
0.309 2.183 0.494    1 -0.007088 0.077005
0.309 2.179 0.697    1 -0.009896 0.107624
0.308 2.174 0.899    1 -0.008719 0.153368
0.305 2.891 0.197    1 -0.015340 0.138027
0.306 2.887 0.319    1 -0.010780 0.048825
0.307 2.881 0.493    1 -0.009073 0.049229
0.307 2.877 0.695    1 -0.007782 0.071490
0.307 2.872 0.897    1 -0.003660 0.141920
0.303 3.829 0.318    1 -0.012393 0.045688
0.303 3.826 0.492    1 -0.010173 0.043387
0.303 3.826 0.695    1 -0.008547 0.066726
0.301 3.836 0.898    1 -0.006733 0.069300
0.314 4.856 0.318    1 -0.020242 0.061135
0.313 4.854 0.492    1 -0.014419 0.060236
0.395 2.199 0.322    1 -0.003131 0.114842
0.396 2.198 0.495    1 -0.000238 0.140676
0.396 2.195 0.696    1  0.001630 0.169845
0.398 2.869 0.321    1 -0.000309 0.099285
0.399 2.865 0.494    1 -0.002241 0.090810
0.400 2.860 0.696    1 -0.002105 0.101096
0.400 2.858 0.897    1 -0.001129 0.191636
0.396 3.787 0.321    1 -0.005289 0.116238
0.398 3.781 0.493    1 -0.003001 0.071945
0.398 3.774 0.695    1 -0.003127 0.091787
0.398 3.767 0.896    1 -0.005102 0.202445
0.393 5.069 0.321    1 -0.001043 0.087001
0.394 5.062 0.491    1 -0.002685 0.072965
0.395 5.054 0.693    1 -0.002008 0.083884
0.480 2.920 0.496    1  0.008928 0.249055
0.480 2.920 0.696    1 -0.000815 0.191505
0.496 3.765 0.503    1  0.007752 0.217932
0.506 3.777 0.696    1  0.001659 0.151516
0.506 3.774 0.896    1 -0.001828 0.101108
0.507 4.990 0.694    1 -0.002950 0.170900
0.509 4.981 0.895    1 -0.007056 0.326318
