id = 163
editor = MH

collaboration = CLAS
process = ep2epgamma
exptype = fixed target
year = 2018
reference = arxiv.org/pdf/1810.02110

### Scattering Process

frame = Trento

in1energy = 5.88
in1particle = em
in1energyunit = GeV
in1polarizationvector = L
in1polarization = 1

in2particle = p

out1particle = em
out2particle = p
out3particle = gamma


### Observable
# XLU


y1name = XLU
y1namelong = Beam Helicity dependent Cross Section
y1unit = nb/GeV^4
y1value = column5
y1errorstatistic = column6
y1errorsystematic = column7


### x-axes

x1name = xB
x1unit = 1
x1value = column1

x2name = Q2
x2unit = GeV^2
x2value = column2

x3name = tm
x3unit = GeV^2
x3value = column3

x4name = phi 
x4unit = deg
x4value = column4

### Data
#
# CLAS 2018 XLU
#
#  xB      Q2    -t  phi     XLU             stat            syst
######################################################################
0.304  2.162  0.344  338    -0.0156439       0.00556933      0.00179285
0.304  2.163  0.345  352.7  -0.0302372       0.00716368      0.00470883
0.305  2.143  0.451  7.5    0.0191879        0.00988706      0.00161504
0.304  2.162  0.453  21.8   0.00603487       0.00638007      0.00720476
0.304  2.162  0.451  36.8   0.0127163        0.00397728      0.00132009
0.304  2.162  0.45   51.8   0.0152871        0.00351037      0.00193185
0.305  2.163  0.449  66.9   0.00260225       0.00384484      0.00108757
0.305  2.165  0.448  82     0.00763304       0.00460653      0.000882397
0.305  2.166  0.448  97.1   0.00232827       0.00283164      0.00392164
0.305  2.167  0.448  112.2  0.0175489        0.0236873       0.00102327
0.305  2.169  0.447  157.4  -0.00972457      0.00875055      0.00139897
0.305  2.169  0.447  172.5  0.0118557        0.00503382      0.00290662
0.305  2.167  0.448  247.8  -0.00628206      0.00533896      0.00296312
0.305  2.165  0.448  278    -0.0227024       0.00401746      0.00250427
0.305  2.163  0.449  293.1  -0.0126456       0.0035363       0.00183541
0.304  2.162  0.45   308.2  -0.0247379       0.00520966      0.00518178
0.304  2.162  0.451  323.2  -0.0190361       0.00425188      0.0018553
0.304  2.162  0.453  338.2  -0.0218004       0.00522176      0.00168209
0.305  2.143  0.451  352.5  0.000668377      0.00814315      0.0355304
0.305  2.144  0.611  22     0.0247485        0.00551835      0.00323083
0.304  2.16   0.611  36.5   0.0114926        0.00305318      0.000741484
0.305  2.161  0.609  51.7   0.00980338       0.00216762      0.00124564
0.305  2.163  0.607  66.8   0.0039964        0.00192729      0.000704547
0.305  2.165  0.606  81.9   0.00712211       0.00248632      0.00384851
0.305  2.166  0.606  97     0.00642631       0.00543561      0.00239395
0.305  2.168  0.605  127.2  0.0128748        0.00783245      0.00137101
0.305  2.169  0.605  142.3  0.00703319       0.0071191       0.00363177
0.305  2.17   0.605  172.5  0.00430622       0.00626199      0.000421742
0.305  2.17   0.605  187.5  0.00163959       0.00454702      0.0139461
0.305  2.169  0.605  202.6  0.00776727       0.0301744       0.00762636
0.305  2.169  0.605  217.7  -0.0209969       0.0166685       0.00122432
0.305  2.166  0.606  263    -0.00847111      0.007531        0.00380101
0.305  2.165  0.606  278.1  -0.00595636      0.00168466      0.000886255
0.305  2.163  0.607  293.2  -0.00835739      0.00201004      0.000677093
0.305  2.161  0.609  308.3  -0.00319801      0.002469        0.000596028
0.304  2.16   0.611  323.5  -0.00580518      0.00301318      0.00102536
0.305  2.144  0.611  338    -0.0235182       0.00415119      0.00966311
0.305  2.127  0.883  23.1   0.00501838       0.00457215      0.00105963
0.305  2.156  0.877  36.3   0.00239176       0.00156338      0.000514402
0.305  2.159  0.874  51.6   0.00434173       0.00106582      0.000504327
0.305  2.162  0.872  66.8   0.00147134       0.000976044     0.000327071
0.305  2.164  0.87   81.9   0.000957259      0.000751903     0.000538593
0.305  2.169  0.868  127.2  -0.00171943      0.00503969      0.00109452
0.305  2.169  0.868  142.3  -0.00114427      0.00415161      0.000638304
0.305  2.168  0.867  157.3  -0.00196635      0.00442139      0.000573564
0.305  2.169  0.867  172.5  0.00110926       0.00138703      0.000460623
0.305  2.169  0.868  217.7  0.0125242        0.0178476       0.00447995
0.305  2.169  0.868  232.8  0.00703858       0.00593974      0.000410416
0.305  2.164  0.87   278.1  -0.00270559      0.00169021      0.000395202
0.305  2.162  0.872  293.2  -0.00102973      0.00145017      0.000656354
0.305  2.159  0.874  308.4  -0.000948643     0.00246129      0.00118888
0.305  2.156  0.877  323.7  -0.00599727      0.0017689       0.00124511
0.305  2.127  0.883  336.9  -0.00964454      0.00422213      0.00283496
0.305  2.126  1.591  7.8    0.000142093      0.0015707       0.000846878
0.305  2.141  1.386  21.3   0.00154626       0.000865569     0.000277567
0.305  2.151  1.396  36.3   0.00133093       0.000792255     0.000180905
0.305  2.157  1.398  51.5   0.000121473      0.000481138     0.00019314
0.305  2.161  1.396  66.7   0.00111191       0.000659319     0.000064835
0.304  2.163  1.391  96.9   0.00066171       0.00151076      0.000474847
0.306  2.171  1.388  142.2  -0.000305687     0.000924013     0.000291767
0.302  2.168  1.389  157.7  -0.00297484      0.00303918      0.000493207
0.307  2.171  1.386  172.3  -0.000803591     0.00175953      0.000118175
0.302  2.168  1.389  202.3  0.000549311      0.000584295     0.000335379
0.303  2.166  1.39   247.9  0.00109905       0.00647026      0.00106383
0.304  2.163  1.391  263.1  0.000340969      0.000958507     0.0000198817
0.305  2.161  1.396  293.3  -0.000760455     0.000451754     0.000253979
0.305  2.157  1.398  308.5  -0.000310449     0.000685352     0.000174214
0.305  2.151  1.396  323.7  -0.0014041       0.000694768     0.000426987
0.305  2.141  1.386  338.7  0.000059261      0.00076108      0.000562634
0.305  2.126  1.591  352.2  -0.00111841      0.00142964      0.00858965
0.3    2.625  0.119  7.5    -0.0317743       0.0415745       0.0328489
0.301  2.625  0.119  22.4   0.0428229        0.0235044       0.00364825
0.301  2.625  0.119  37.4   -0.00403084      0.0122843       0.00184287
0.301  2.626  0.119  52.4   0.0110039        0.0114082       0.00648744
0.301  2.627  0.118  67.4   -0.0495712       0.0250768       0.0039895
0.301  2.628  0.118  82.4   0.0583323        0.0260956       0.00340133
0.301  2.628  0.118  277.6  0.0151282        0.0126629       0.0153371
0.301  2.626  0.119  307.6  -0.0232341       0.0148967       0.00192002
0.301  2.625  0.119  322.6  -0.024581        0.0100109       0.00779804
0.301  2.625  0.119  337.6  -0.0521327       0.0124026       0.00770206
0.3    2.625  0.119  352.5  0.0246267        0.0232379       0.0106859
0.304  2.651  0.156  7.4    0.0088309        0.0116439       0.00234878
0.304  2.653  0.156  22.4   0.0109563        0.0115859       0.00146205
0.304  2.653  0.155  37.3   0.0122802        0.00754418      0.00171231
0.304  2.652  0.155  52.3   0.0173773        0.00738943      0.00297159
0.304  2.652  0.154  67.2   0.0392262        0.00956518      0.00945758
0.304  2.653  0.154  82.3   0.050849         0.0158298       0.00817675
0.304  2.654  0.154  97.3   0.00334869       0.0165823       0.00400818
0.304  2.655  0.153  112.3  0.0115842        0.011743        0.00175214
0.305  2.656  0.153  127.3  0.00405087       0.0121889       0.000656948
0.305  2.658  0.153  142.4  0.0657418        0.0341241       0.00640849
0.305  2.658  0.153  217.6  -0.0356538       0.0176211       0.00218984
0.305  2.656  0.153  232.7  -0.0107972       0.0157566       0.00242165
0.304  2.655  0.153  247.7  -0.0529221       0.0147287       0.0156834
0.304  2.654  0.154  262.7  -0.027451        0.00857462      0.00314264
0.304  2.653  0.154  277.7  -0.0341307       0.00918906      0.00455213
0.304  2.652  0.154  292.8  -0.0245579       0.0115081       0.0120269
0.304  2.652  0.155  307.7  -0.021476        0.00964668      0.00511256
0.304  2.653  0.155  322.7  -0.00791281      0.00825951      0.00530002
0.304  2.653  0.156  337.6  -0.0299846       0.0106168       0.00223089
0.304  2.651  0.156  352.6  -0.0264141       0.0129552       0.00345458
0.305  2.629  0.204  7.5    0.031738         0.0180576       0.00631016
0.304  2.645  0.204  22.4   -0.00178069      0.0173267       0.00459965
0.304  2.656  0.205  37.2   0.0173486        0.0101469       0.00279804
0.304  2.655  0.204  52.1   0.0270034        0.00756051      0.0048159
0.304  2.654  0.204  67.1   0.0119543        0.00910898      0.00263752
0.304  2.654  0.204  82.2   0.0253074        0.0097503       0.0142158
0.305  2.654  0.204  97.2   0.0103545        0.00569376      0.00273686
0.305  2.655  0.203  112.3  0.0106954        0.00572414      0.00139215
0.305  2.656  0.203  127.3  0.00460725       0.00574002      0.000906706
0.305  2.657  0.203  142.4  0.0128751        0.0055025       0.00143215
0.305  2.657  0.203  157.4  0.00420892       0.00666202      0.000833476
0.305  2.658  0.203  172.5  -0.00525091      0.00584016      0.00542799
0.305  2.658  0.203  187.5  -0.00215003      0.00746725      0.00251766
0.305  2.657  0.203  202.6  -0.0104178       0.00617533      0.00720444
0.305  2.657  0.203  217.6  -0.00816897      0.00777089      0.00603831
0.305  2.656  0.203  232.7  0.003111         0.00723154      0.00227515
0.305  2.655  0.203  247.7  0.00175502       0.0080165       0.00477014
0.305  2.654  0.204  262.8  -0.0231314       0.00864665      0.0042132
0.304  2.654  0.204  277.8  -0.0386313       0.00704934      0.00341975
0.304  2.654  0.204  292.9  -0.0295692       0.00834086      0.00702175
0.304  2.655  0.204  307.9  -0.0547442       0.0154447       0.00588139
0.304  2.656  0.205  322.8  -0.0254388       0.0111022       0.00298522
0.304  2.645  0.204  337.6  0.0127171        0.0132205       0.00275905
0.305  2.629  0.204  352.5  -0.0226461       0.0141272       0.00499749
0.305  2.567  0.262  7.6    0.0164597        0.018043        0.00509091
0.305  2.609  0.263  22.6   0.0192517        0.0141955       0.0101827
0.304  2.652  0.264  37.2   0.0808547        0.00900877      0.00506124
0.304  2.655  0.263  52     0.0212099        0.00549097      0.00296635
0.304  2.653  0.263  67.1   0.025051         0.00564498      0.00473535
0.305  2.653  0.262  82.1   0.00874935       0.00732746      0.00254539
0.305  2.653  0.262  97.2   0.0224768        0.00547133      0.0019039
0.305  2.654  0.262  112.2  0.0119845        0.00293492      0.00156593
0.305  2.655  0.262  127.3  0.0117132        0.00340261      0.00127076
0.305  2.656  0.262  142.3  -0.000898769     0.00386782      0.00187911
0.305  2.657  0.262  157.4  0.00371359       0.00468669      0.000708107
0.305  2.657  0.262  172.5  0.00349546       0.00298095      0.000747089
0.305  2.657  0.262  187.5  0.00190775       0.00410871      0.00182708
0.305  2.657  0.262  202.6  -0.00712656      0.00251563      0.000915318
0.305  2.656  0.262  217.7  -0.0141789       0.00337338      0.00112149
0.305  2.654  0.262  247.8  -0.00584042      0.00433837      0.00110379
0.305  2.653  0.262  262.8  -0.0155854       0.00490494      0.00252971
0.305  2.653  0.262  277.9  -0.0218623       0.00551184      0.00293114
0.304  2.653  0.263  292.9  -0.018439        0.0054307       0.00238613
0.304  2.655  0.263  308    -0.0262738       0.00757582      0.00486052
0.304  2.652  0.264  322.8  -0.0716375       0.00928392      0.00543885
0.305  2.609  0.263  337.4  -0.0049818       0.0139924       0.00572559
0.305  2.567  0.262  352.4  -0.0103814       0.0172918       0.0068575
0.305  2.553  0.341  22.7   0.0254799        0.0211247       0.014835
0.305  2.639  0.342  37.3   0.0141423        0.00750547      0.00191761
0.304  2.653  0.342  51.9   0.071171         0.00452243      0.00515449
0.305  2.652  0.341  67     0.0274001        0.00430648      0.00324616
0.305  2.652  0.341  82.1   0.0250693        0.00519392      0.00297354
0.305  2.652  0.341  97.1   0.0121465        0.00326558      0.00121596
0.305  2.653  0.341  112.2  -0.00047727      0.00233069      0.000456201
0.305  2.654  0.341  127.3  -0.000794441     0.00279752      0.00106591
0.305  2.655  0.341  142.3  0.00306797       0.00251477      0.000701854
0.305  2.656  0.341  157.4  0.0051877        0.00215641      0.00185778
0.305  2.656  0.341  172.5  0.000888926      0.00307461      0.00049921
0.305  2.656  0.341  187.5  0.00301082       0.00199114      0.000416745
0.305  2.655  0.341  217.7  -0.00761409      0.00329336      0.0027578
0.305  2.654  0.341  232.7  -0.0080437       0.00411254      0.00228864
0.305  2.653  0.341  247.8  -0.00955855      0.00785877      0.000723705
0.305  2.652  0.341  262.9  -0.0131147       0.0029288       0.00118838
0.305  2.652  0.341  277.9  -0.0004218       0.00354353      0.00125122
0.305  2.652  0.341  293    -0.0242309       0.00565963      0.00584549
0.304  2.653  0.342  308.1  -0.189748        0.00623818      0.0115498
0.305  2.639  0.342  322.7  -0.0388066       0.00757528      0.00488026
0.305  2.553  0.341  337.3  -0.05097         0.0159257       0.011714
0.305  2.629  0.45   37.3   0.0314715        0.00563671      0.00365769
0.305  2.649  0.449  51.8   0.0103402        0.0030856       0.00199935
0.305  2.649  0.448  66.9   0.0151046        0.00421796      0.00150607
0.305  2.65   0.448  82     0.0113909        0.00317871      0.00133263
0.305  2.651  0.448  97.1   0.00310402       0.00180546      0.0015889
0.305  2.652  0.447  112.2  0.00589595       0.0018881       0.000829334
0.305  2.653  0.447  127.3  0.0048354        0.00267693      0.00180572
0.305  2.654  0.447  142.3  0.00438854       0.00303929      0.00175549
0.305  2.655  0.447  157.4  0.00121413       0.00149969      0.00155102
0.305  2.655  0.447  172.5  0.00578552       0.00470679      0.000647411
0.305  2.655  0.447  187.5  0.0014807        0.0032931       0.00125791
0.305  2.655  0.447  202.6  -0.00654916      0.00418262      0.00151346
0.305  2.654  0.447  217.7  -0.00395213      0.00291455      0.00104492
0.305  2.653  0.447  232.7  0.00460868       0.00423067      0.00136586
0.305  2.652  0.447  247.8  -0.00570878      0.00324955      0.000485773
0.305  2.651  0.448  262.9  -0.00344077      0.00200775      0.00120992
0.305  2.65   0.448  278    -0.0169574       0.00293719      0.00178846
0.305  2.649  0.448  293.1  -0.0136389       0.00309275      0.00102238
0.305  2.649  0.449  308.2  -0.0128377       0.00357782      0.00278924
0.305  2.629  0.45   322.7  -0.0268392       0.00532738      0.00648389
0.305  2.626  0.61   37     0.0150489        0.00314583      0.000896841
0.305  2.644  0.607  51.7   0.0103523        0.00209871      0.00110742
0.305  2.645  0.606  66.9   0.00506436       0.00185951      0.000396087
0.305  2.647  0.606  82     0.00608867       0.00180354      0.000718543
0.305  2.649  0.605  97.1   0.000266204      0.00140475      0.00103223
0.305  2.651  0.605  112.2  0.00666123       0.00157707      0.00130586
0.305  2.652  0.605  127.3  0.00409941       0.00286889      0.000585877
0.305  2.653  0.605  142.3  -0.00064494      0.000988349     0.00111656
0.305  2.655  0.604  172.5  -0.00153086      0.000784745     0.000170266
0.305  2.655  0.604  187.5  -0.00251403      0.0014527       0.00191258
0.305  2.653  0.605  217.7  -0.000798261     0.00196436      0.000828855
0.305  2.652  0.605  232.7  -0.000486263     0.00107128      0.000656919
0.305  2.651  0.605  247.8  0.00225106       0.00181369      0.00033919
0.305  2.649  0.605  262.9  -0.00438827      0.00211316      0.000444134
0.305  2.647  0.606  278    -0.00669842      0.00185513      0.00054583
0.305  2.645  0.606  293.1  -0.00242497      0.00168823      0.000634942
0.305  2.644  0.607  308.3  -0.00559787      0.002516        0.00151968
0.305  2.626  0.61   323    -0.0153481       0.0039089       0.0799909
0.305  2.629  0.869  36.5   0.00525215       0.00146591      0.000591299
0.305  2.636  0.869  51.7   0.00301248       0.00107146      0.00042008
0.305  2.641  0.869  66.8   0.00256699       0.000917833     0.000327515
0.305  2.644  0.869  82     0.00182558       0.00103526      0.000275704
0.305  2.647  0.868  97.1   0.00170568       0.000933132     0.00105272
0.305  2.65   0.868  112.2  0.000870856      0.00045979      0.000160105
0.305  2.65   0.868  247.8  -0.00128012      0.00404453      0.000825633
0.305  2.647  0.868  262.9  -0.00243689      0.000602054     0.00021814
0.305  2.644  0.869  278    -0.00148607      0.000589735     0.000200616
0.305  2.641  0.869  293.2  -0.000907737     0.000802929     0.000191335
0.305  2.636  0.869  308.3  -0.00323234      0.00149609      0.000370975
0.305  2.629  0.869  323.5  -0.00488805      0.00146744      0.00519092
0.304  2.612  1.533  7.9    -0.00116147      0.00130423      0.000299642
0.305  2.604  1.381  21.9   0.00122918       0.000579308     0.000270327
0.305  2.617  1.381  36.6   0.000497319      0.000610624     0.000055294
0.305  2.628  1.389  51.7   0.000451794      0.000325376     0.000107247
0.304  2.635  1.39   66.8   0.000636544      0.00056915      0.0000908848
0.304  2.64   1.39   81.9   0.000146888      0.0003675       0.000195708
0.305  2.645  1.389  97     0.000521226      0.000861508     0.0000677055
